vehicle_number,violation_count,unique_zones,vehicle_type,last_seen,top_zone
FKN00GL14734,11,1,SCOOTER,2024-04-07 07:27:46,BTP027 - Modi Bridge Junction
FKN00GL43870,11,1,MOTOR CYCLE,2024-04-06 09:46:46,BTP044 - Sagar Theatre Junction
FKN00GL73104,11,3,CAR,2024-03-03 01:38:46,BTP040 - Elite Junction
FKN00GL7168,11,1,SCOOTER,2024-02-08 03:15:46,GRID_13.05_77.53
FKN00GL4516,11,2,LGV,2024-04-05 01:13:46,BTP058 - Subbanna Junction
FKN00GL44355,11,1,CAR,2024-04-06 09:24:46,BTP044 - Sagar Theatre Junction
FKN00GL3312,11,1,SCOOTER,2024-03-28 09:13:46,GRID_12.93_77.69
FKN00GL32688,11,1,SCOOTER,2024-02-11 10:45:46,BTP051 - Safina Plaza Junction
FKN00GL2311,11,1,PASSENGER AUTO,2024-04-02 12:48:46,BTP051 - Safina Plaza Junction
FKN00GL48931,11,2,SCOOTER,2024-04-06 07:02:46,BTP044 - Sagar Theatre Junction
FKN00GL18632,11,1,SCOOTER,2024-04-04 09:23:46,GRID_13.07_77.59
FKN00GL3213,11,1,SCOOTER,2024-03-30 05:21:46,BTP020 - Hosahalli Metro Station
FKN00GL49345,11,2,MOTOR CYCLE,2024-02-20 06:06:46,GRID_13.04_77.59
FKN00GL50810,11,1,LGV,2024-03-26 01:00:46,BTP082 - KR Market Junction
FKN00GL5166,11,1,SCOOTER,2024-04-06 10:44:46,GRID_12.93_77.69
FKN00GL5137,11,1,SCOOTER,2024-03-29 03:43:46,BTP020 - Hosahalli Metro Station
FKN00GL5140,11,2,MAXI-CAB,2024-04-04 03:26:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL23586,11,1,PASSENGER AUTO,2024-03-30 13:55:46,BTP211 - Central Street Junction
FKN00GL23596,11,1,SCOOTER,2024-03-16 04:40:46,GRID_12.93_77.69
FKN00GL23215,11,2,SCOOTER,2024-03-11 09:46:46,BTP058 - Subbanna Junction
FKN00GL53581,11,1,CAR,2024-04-08 03:27:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL6530,11,2,SCOOTER,2024-03-16 10:33:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL8052,11,1,SCOOTER,2024-02-22 12:14:46,GRID_13.07_77.59
FKN00GL27266,11,2,SCOOTER,2024-03-09 07:42:46,BTP051 - Safina Plaza Junction
FKN00GL1032,11,1,SCOOTER,2024-03-16 03:33:46,GRID_12.93_77.69
FKN00GL17285,11,1,SCOOTER,2024-02-07 05:16:46,GRID_12.93_77.69
FKN00GL3083,11,2,SCOOTER,2024-03-13 12:42:46,BTP032 - Windsor Circle
FKN00GL24041,11,1,PASSENGER AUTO,2024-04-07 11:06:46,BTP211 - Central Street Junction
FKN00GL23985,11,1,MOTOR CYCLE,2024-02-15 08:48:46,GRID_12.97_77.64
FKN00GL8154,11,1,SCOOTER,2024-02-24 13:48:46,GRID_13.07_77.59
FKN00GL80784,11,1,SCOOTER,2024-03-07 10:08:46,BTP020 - Hosahalli Metro Station
FKN00GL12846,11,1,MOTOR CYCLE,2024-03-29 03:10:46,BTP020 - Hosahalli Metro Station
FKN00GL25810,11,1,MOTOR CYCLE,2024-02-08 03:15:46,GRID_13.05_77.53
FKN00GL15037,11,1,SCOOTER,2024-02-28 10:33:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL6420,11,1,MOTOR CYCLE,2024-03-01 11:09:46,GRID_13.05_77.58
FKN00GL63934,11,1,LGV,2024-03-27 23:56:46,BTP082 - KR Market Junction
FKN00GL29737,11,1,SCOOTER,2024-04-08 00:28:46,BTP082 - KR Market Junction
FKN00GL5704,11,1,SCOOTER,2024-02-13 12:49:46,BTP020 - Hosahalli Metro Station
FKN00GL12902,11,1,CAR,2024-03-07 00:37:46,GRID_12.97_77.62
FKN00GL28769,11,1,TANKER,2024-02-25 09:20:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL16020,11,4,LGV,2024-04-07 01:04:46,BTP044 - Sagar Theatre Junction
FKN00GL2865,11,2,SCOOTER,2024-03-16 04:23:46,BTP020 - Hosahalli Metro Station
FKN00GL61150,11,3,SCOOTER,2024-04-06 09:50:46,BTP040 - Elite Junction
FKN00GL6089,11,2,SCOOTER,2024-02-02 09:00:46,BTP032 - Windsor Circle
FKN00GL60902,11,1,SCOOTER,2024-02-25 06:44:46,BTP051 - Safina Plaza Junction
FKN00GL28038,11,2,FACTORY BUS,2024-03-02 02:48:46,GRID_12.95_77.7
FKN00GL6306,11,1,MOTOR CYCLE,2024-03-28 10:46:46,BTP051 - Safina Plaza Junction
FKN00GL15235,11,1,CAR,2024-03-19 13:22:46,GRID_13.01_77.55
FKN00GL151053,11,2,CAR,2024-01-10 10:54:46,GRID_13.03_77.59
FKN00GL38127,11,2,CAR,2024-04-07 00:57:46,BTP044 - Sagar Theatre Junction
FKN00GL14476,11,1,CAR,2024-03-10 07:02:46,GRID_12.97_77.66
FKN00GL9840,11,1,SCOOTER,2024-04-06 10:19:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL26145,10,2,SCOOTER,2024-02-23 03:58:46,GRID_12.94_77.69
FKN00GL2114,10,1,SCOOTER,2024-03-15 11:36:46,GRID_13.0_77.56
FKN00GL3670,10,1,MOTOR CYCLE,2024-03-15 04:40:46,GRID_12.93_77.69
FKN00GL38689,10,1,SCOOTER,2024-04-04 09:56:46,BTP051 - Safina Plaza Junction
FKN00GL26378,10,1,SCOOTER,2024-04-07 09:58:46,BTP051 - Safina Plaza Junction
FKN00GL13366,10,1,CAR,2024-03-24 02:41:46,GRID_12.93_77.63
FKN00GL13278,10,1,CAR,2024-04-08 06:14:46,BTP208 - Havanur Circle
FKN00GL9608,10,1,CAR,2024-04-08 03:33:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL9908,10,1,MOTOR CYCLE,2024-03-12 09:28:46,BTP020 - Hosahalli Metro Station
FKN00GL38849,10,1,MOTOR CYCLE,2024-02-15 08:44:46,BTP044 - Sagar Theatre Junction
FKN00GL20861,10,1,SCOOTER,2024-03-12 04:20:46,GRID_12.93_77.69
FKN00GL40276,10,1,MOTOR CYCLE,2024-03-02 05:26:46,GRID_13.0_77.67
FKN00GL1115,10,3,CAR,2024-04-07 08:33:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL39902,10,2,MOTOR CYCLE,2024-04-05 08:50:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL21328,10,3,SCOOTER,2024-02-20 10:09:46,BTP205 - Modi Hospital Junction
FKN00GL114057,10,2,CAR,2023-12-07 08:29:46,GRID_13.01_77.55
FKN00GL21421,10,1,SCOOTER,2024-03-30 09:45:46,BTP051 - Safina Plaza Junction
FKN00GL6108,10,1,SCOOTER,2024-02-02 09:04:46,BTP040 - Elite Junction
FKN00GL6235,10,3,CAR,2024-03-08 05:05:46,BTP057 - Anand Rao Junction
FKN00GL6175,10,1,SCOOTER,2024-02-02 09:42:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL1298,10,1,MOTOR CYCLE,2024-04-07 10:34:46,BTP040 - Elite Junction
FKN00GL12906,10,1,CAR,2024-03-09 04:37:46,GRID_12.97_77.62
FKN00GL1960,10,1,MOTOR CYCLE,2024-04-02 07:55:46,BTP051 - Safina Plaza Junction
FKN00GL4184,10,2,PASSENGER AUTO,2024-03-30 11:13:46,GRID_12.98_77.61
FKN00GL19350,10,1,LGV,2024-02-21 11:18:46,BTP044 - Sagar Theatre Junction
FKN00GL19391,10,1,SCOOTER,2024-03-13 08:24:46,BTP082 - KR Market Junction
FKN00GL2190,10,1,SCOOTER,2024-04-03 09:00:46,BTP044 - Sagar Theatre Junction
FKN00GL21753,10,1,SCOOTER,2024-04-04 10:35:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL10028,10,1,SCOOTER,2024-04-06 02:25:46,GRID_12.93_77.69
FKN00GL0935,10,1,CAR,2024-02-16 12:11:46,GRID_13.01_77.57
FKN00GL22258,10,2,PASSENGER AUTO,2024-03-30 12:45:46,GRID_12.98_77.61
FKN00GL66442,10,1,SCOOTER,2024-03-27 08:59:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL6630,10,1,MOTOR CYCLE,2024-03-30 11:48:46,GRID_13.07_77.59
FKN00GL66324,10,1,SCOOTER,2024-03-27 10:11:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL65210,10,2,GOODS AUTO,2024-03-18 01:32:46,BTP082 - KR Market Junction
FKN00GL6945,10,3,SCOOTER,2024-02-03 02:31:46,BTP032 - Windsor Circle
FKN00GL15642,10,1,PRIVATE BUS,2024-04-04 10:06:46,BTP137 - Madiwala Traffic PS Junction
FKN00GL2814,10,1,SCOOTER,2024-02-01 11:37:46,BTP051 - Safina Plaza Junction
FKN00GL61648,10,3,CAR,2024-03-13 09:30:46,BTP044 - Sagar Theatre Junction
FKN00GL11821,10,1,SCOOTER,2024-03-28 00:33:46,BTP082 - KR Market Junction
FKN00GL68630,10,1,MOTOR CYCLE,2024-03-29 12:18:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL1901,10,1,SCOOTER,2024-04-03 10:16:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL8445,10,2,MOTOR CYCLE,2024-04-04 11:33:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL34407,10,1,SCOOTER,2024-03-26 11:35:46,BTP051 - Safina Plaza Junction
FKN00GL35610,10,1,SCOOTER,2024-03-22 08:44:46,GRID_12.93_77.69
FKN00GL35455,10,2,SCOOTER,2024-03-06 10:09:46,GRID_12.94_77.69
FKN00GL11444,10,2,CAR,2024-02-06 10:06:46,BTP051 - Safina Plaza Junction
FKN00GL1104,10,1,SCOOTER,2024-03-03 03:00:46,BTP044 - Sagar Theatre Junction
FKN00GL4464,10,1,CAR,2024-04-07 00:57:46,BTP044 - Sagar Theatre Junction
FKN00GL28770,10,2,TANKER,2024-02-25 09:21:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL28774,10,2,TANKER,2024-02-23 08:10:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL120338,10,2,MOTOR CYCLE,2024-01-16 10:27:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL10551,10,3,CAR,2024-03-15 11:25:46,GRID_13.03_77.59
FKN00GL57836,10,1,SCOOTER,2024-04-05 09:32:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL5790,10,2,LORRY/GOODS VEHICLE,2024-04-08 02:28:46,GRID_12.88_77.64
FKN00GL45914,10,2,VAN,2024-03-27 06:17:46,BTP058 - Subbanna Junction
FKN00GL9272,10,1,SCOOTER,2024-03-24 05:09:46,GRID_13.01_77.57
FKN00GL4734,10,2,SCOOTER,2024-03-27 13:09:46,GRID_12.98_77.61
FKN00GL23209,10,2,SCOOTER,2024-02-09 02:56:46,BTP032 - Windsor Circle
FKN00GL18217,10,1,SCOOTER,2024-03-21 10:41:46,GRID_12.93_77.69
FKN00GL49748,10,1,SCOOTER,2024-04-04 09:32:46,BTP051 - Safina Plaza Junction
FKN00GL32182,10,2,CAR,2024-04-05 06:24:46,BTP057 - Anand Rao Junction
FKN00GL31873,10,1,SCOOTER,2024-04-01 01:02:46,BTP057 - Anand Rao Junction
FKN00GL33243,10,1,SCOOTER,2024-04-03 08:50:46,BTP051 - Safina Plaza Junction
FKN00GL3268,10,1,MOPED,2024-03-28 13:17:46,GRID_12.93_77.69
FKN00GL32683,10,1,SCOOTER,2024-03-10 07:59:46,BTP051 - Safina Plaza Junction
FKN00GL57049,10,1,CAR,2024-04-07 09:55:46,GRID_13.01_77.55
FKN00GL16436,10,1,CAR,2024-03-20 11:56:46,GRID_13.01_77.55
FKN00GL7795,10,2,SCOOTER,2024-02-03 10:22:46,BTP044 - Sagar Theatre Junction
FKN00GL7806,10,1,SCOOTER,2024-04-06 03:49:46,BTP108 - Tagore Park Junction
FKN00GL102160,10,2,MOTOR CYCLE,2024-01-20 04:24:46,BTP032 - Windsor Circle
FKN00GL102161,10,1,SCOOTER,2024-01-21 04:59:46,BTP032 - Windsor Circle
FKN00GL31710,10,1,FACTORY BUS,2024-04-05 00:53:46,GRID_12.89_77.64
FKN00GL31543,10,2,CAR,2024-04-07 00:52:46,BTP058 - Subbanna Junction
FKN00GL11617,10,2,SCOOTER,2024-02-02 03:59:46,BTP032 - Windsor Circle
FKN00GL66344,10,1,SCOOTER,2024-03-27 10:09:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL27389,10,4,CAR,2024-04-05 01:06:46,BTP058 - Subbanna Junction
FKN00GL52785,10,1,MOTOR CYCLE,2024-04-07 04:40:46,BTP051 - Safina Plaza Junction
FKN00GL52826,10,2,SCOOTER,2024-03-30 10:30:46,GRID_13.04_77.59
FKN00GL30830,10,1,MOTOR CYCLE,2024-03-10 08:26:46,BTP051 - Safina Plaza Junction
FKN00GL17653,10,1,SCOOTER,2024-04-07 05:59:46,GRID_12.98_77.61
FKN00GL17326,10,1,SCOOTER,2024-03-20 09:48:46,GRID_12.93_77.69
FKN00GL17327,10,1,MOTOR CYCLE,2024-03-02 03:22:46,GRID_12.93_77.69
FKN00GL71519,10,1,SCOOTER,2024-03-22 08:11:46,GRID_12.93_77.69
FKN00GL10321,10,2,PASSENGER AUTO,2024-04-05 10:34:46,GRID_13.01_77.55
FKN00GL0476,10,2,SCOOTER,2024-03-27 08:40:46,BTP044 - Sagar Theatre Junction
FKN00GL5683,10,1,PASSENGER AUTO,2024-03-31 05:25:46,BTP051 - Safina Plaza Junction
FKN00GL5691,10,1,SCOOTER,2024-03-12 08:58:46,BTP020 - Hosahalli Metro Station
FKN00GL2856,10,1,SCOOTER,2024-03-15 06:34:46,GRID_12.93_77.69
FKN00GL3209,10,1,SCOOTER,2024-03-28 13:13:46,GRID_12.93_77.69
FKN00GL75598,10,2,CAR,2024-03-07 10:37:46,GRID_13.03_77.59
FKN00GL24113,10,1,SCOOTER,2024-02-22 06:37:46,BTP020 - Hosahalli Metro Station
FKN00GL100448,10,1,LGV,2024-01-11 06:30:46,BTP044 - Sagar Theatre Junction
FKN00GL5748,10,1,SCOOTER,2024-03-21 08:52:46,BTP020 - Hosahalli Metro Station
FKN00GL16636,10,1,MOTOR CYCLE,2024-03-14 09:09:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL0881,10,1,CAR,2024-03-03 06:43:46,BTP044 - Sagar Theatre Junction
FKN00GL0921,10,1,SCOOTER,2024-03-21 11:30:46,GRID_12.93_77.69
FKN00GL89378,10,1,MOTOR CYCLE,2024-01-02 10:27:46,BTP051 - Safina Plaza Junction
FKN00GL11796,10,3,PASSENGER AUTO,2024-03-18 04:15:46,BTP082 - KR Market Junction
FKN00GL119670,10,2,CAR,2024-01-14 08:55:46,BTP044 - Sagar Theatre Junction
FKN00GL0712,10,1,SCOOTER,2024-01-31 14:00:46,BTP044 - Sagar Theatre Junction
FKN00GL3700,10,1,SCOOTER,2024-03-31 04:43:46,GRID_12.99_77.57
FKN00GL3761,10,1,SCOOTER,2024-03-17 09:09:46,BTP051 - Safina Plaza Junction
FKN00GL37362,10,2,MOTOR CYCLE,2024-02-23 09:21:46,GRID_12.93_77.69
FKN00GL37391,10,2,MOTOR CYCLE,2024-02-17 11:04:46,GRID_12.93_77.69
FKN00GL14212,10,1,SCOOTER,2024-04-06 10:43:46,GRID_12.93_77.69
FKN00GL9880,10,2,PASSENGER AUTO,2024-03-03 10:42:46,GRID_12.98_77.61
FKN00GL38852,9,1,CAR,2024-04-07 01:34:46,BTP040 - Elite Junction
FKN00GL0576,9,1,SCOOTER,2024-03-28 08:36:46,GRID_12.93_77.69
FKN00GL0744,9,1,SCOOTER,2024-01-12 11:52:46,GRID_12.98_77.61
FKN00GL7064,9,2,SCOOTER,2024-04-02 03:32:46,GRID_12.94_77.69
FKN00GL0166,9,2,SCOOTER,2024-02-09 02:42:46,BTP032 - Windsor Circle
FKN00GL14054,9,2,SCOOTER,2024-02-29 11:46:46,BTP172 - Nanjappa Circle
FKN00GL7084,9,1,SCOOTER,2024-04-03 10:17:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL20678,9,1,SCOOTER,2024-02-24 06:09:46,GRID_12.93_77.69
FKN00GL20782,9,1,MOTOR CYCLE,2024-03-30 04:54:46,BTP020 - Hosahalli Metro Station
FKN00GL39674,9,2,MOTOR CYCLE,2024-03-20 05:01:46,"BTP001 - 10th Cross, Dr. Rajkumar Road"
FKN00GL122867,9,1,SCOOTER,2024-01-01 08:41:46,BTP051 - Safina Plaza Junction
FKN00GL90621,9,1,SCOOTER,2024-03-01 05:22:46,BTP044 - Sagar Theatre Junction
FKN00GL25431,9,2,PASSENGER AUTO,2024-04-08 09:33:46,BTP051 - Safina Plaza Junction
FKN00GL9585,9,2,CAR,2024-03-15 11:26:46,GRID_13.03_77.59
FKN00GL57654,9,1,SCOOTER,2024-03-14 08:35:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL102806,9,2,MOTOR CYCLE,2023-12-19 07:56:46,BTP032 - Windsor Circle
FKN00GL8131,9,3,CAR,2024-02-10 11:35:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL15108,9,4,LGV,2024-04-02 08:06:46,GRID_12.97_77.58
FKN00GL3978,9,1,PASSENGER AUTO,2024-02-28 11:17:46,GRID_12.97_77.58
FKN00GL112240,9,1,SCOOTER,2024-03-13 09:58:46,GRID_12.97_77.66
FKN00GL8816,9,2,PASSENGER AUTO,2024-03-31 09:35:46,BTP051 - Safina Plaza Junction
FKN00GL16868,9,1,MOTOR CYCLE,2024-03-31 12:43:46,GRID_13.07_77.59
FKN00GL17033,9,2,CAR,2024-03-30 07:45:46,"BTP026 - 1st Block Junction, Rajajinagar"
FKN00GL149326,9,2,MAXI-CAB,2024-03-11 04:16:46,GRID_12.96_77.72
FKN00GL15025,9,1,MOTOR CYCLE,2024-02-29 10:49:46,"BTP022 - Marenahalli Junction, Vijayanagar"
FKN00GL65244,9,1,SCOOTER,2024-04-07 10:47:46,BTP040 - Elite Junction
FKN00GL8873,9,1,SCOOTER,2024-03-29 10:54:46,BTP027 - Modi Bridge Junction
FKN00GL111835,9,1,SCOOTER,2024-01-14 11:20:46,BTP051 - Safina Plaza Junction
FKN00GL20826,9,1,SCOOTER,2024-03-22 08:11:46,GRID_12.93_77.69
FKN00GL20632,9,1,SCOOTER,2024-03-06 10:46:46,GRID_12.93_77.69
FKN00GL24941,9,1,PASSENGER AUTO,2024-04-07 04:51:46,BTP211 - Central Street Junction
FKN00GL25395,9,1,SCOOTER,2024-03-30 09:31:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL27776,9,1,MOTOR CYCLE,2024-02-19 05:08:46,BTP068 - Veeresh Theatre Junction
FKN00GL62141,9,2,LGV,2024-04-06 23:52:46,BTP082 - KR Market Junction
FKN00GL63132,9,2,SCOOTER,2024-03-01 11:49:46,GRID_12.98_77.61
FKN00GL6094,9,2,SCOOTER,2024-02-07 03:08:46,BTP032 - Windsor Circle
FKN00GL11738,9,1,MOTOR CYCLE,2024-02-23 07:59:46,BTP061 - Bhashyam Circle
FKN00GL111010,9,2,SCOOTER,2023-12-24 08:21:46,BTP108 - Tagore Park Junction
FKN00GL82790,9,2,CAR,2024-03-27 03:39:46,GRID_12.88_77.65
FKN00GL8340,9,2,MAXI-CAB,2024-03-24 00:49:46,GRID_13.04_77.59
FKN00GL3598,9,1,SCOOTER,2024-03-16 04:40:46,GRID_12.93_77.69
FKN00GL11683,9,1,SCOOTER,2024-02-27 03:59:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL0794,9,1,CAR,2023-12-29 08:31:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL2994,9,1,SCOOTER,2024-02-14 02:49:46,BTP032 - Windsor Circle
FKN00GL11641,9,3,SCOOTER,2024-01-25 05:15:46,BTP032 - Windsor Circle
FKN00GL41989,9,1,SCOOTER,2024-04-07 09:01:46,BTP044 - Sagar Theatre Junction
FKN00GL41988,9,1,SCOOTER,2024-04-04 04:45:46,BTP044 - Sagar Theatre Junction
FKN00GL41961,9,2,SCOOTER,2024-03-24 04:20:46,BTP108 - Tagore Park Junction
FKN00GL111116,9,1,SCOOTER,2023-12-21 09:36:46,BTP020 - Hosahalli Metro Station
FKN00GL19672,9,2,SCOOTER,2024-03-12 09:25:46,GRID_12.93_77.69
FKN00GL3633,9,1,CAR,2024-02-17 04:37:46,GRID_12.97_77.62
FKN00GL3607,9,1,SCOOTER,2024-03-30 09:21:46,BTP051 - Safina Plaza Junction
FKN00GL6558,9,2,MOTOR CYCLE,2024-02-02 11:50:46,GRID_12.93_77.61
FKN00GL66423,9,1,MOTOR CYCLE,2024-03-20 04:59:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL12648,9,1,PASSENGER AUTO,2024-04-02 09:53:46,BTP051 - Safina Plaza Junction
FKN00GL17742,9,2,PASSENGER AUTO,2024-02-27 11:20:46,BTP051 - Safina Plaza Junction
FKN00GL17738,9,1,MOTOR CYCLE,2024-01-19 05:20:46,GRID_12.93_77.69
FKN00GL53617,9,1,CAR,2024-03-03 03:15:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL2730,9,1,SCOOTER,2024-03-15 05:22:46,GRID_12.93_77.69
FKN00GL53950,9,1,CAR,2024-04-07 10:33:46,BTP027 - Modi Bridge Junction
FKN00GL76597,9,1,SCOOTER,2024-03-05 05:11:46,BTP032 - Windsor Circle
FKN00GL66352,9,1,SCOOTER,2024-03-24 03:37:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL19244,9,1,CAR,2024-04-06 08:26:46,GRID_13.01_77.55
FKN00GL8474,9,1,LGV,2024-02-04 00:57:46,BTP058 - Subbanna Junction
FKN00GL21998,9,2,SCOOTER,2024-03-29 03:14:46,BTP020 - Hosahalli Metro Station
FKN00GL19051,9,1,SCOOTER,2024-04-05 03:08:46,BTP040 - Elite Junction
FKN00GL130678,9,2,SCOOTER,2024-01-06 03:33:46,BTP032 - Windsor Circle
FKN00GL149662,9,1,SCOOTER,2023-12-28 11:35:46,BTP027 - Modi Bridge Junction
FKN00GL65173,9,1,MOTOR CYCLE,2024-04-06 04:56:46,BTP032 - Windsor Circle
FKN00GL103735,9,2,CAR,2023-12-26 03:04:46,"BTP170 - Dr. Bheem Rao Palace, Chord Road"
FKN00GL64048,9,1,SCOOTER,2024-03-27 10:45:46,GRID_13.07_77.59
FKN00GL53598,9,2,CAR,2024-03-09 03:01:46,GRID_12.89_77.64
FKN00GL17389,9,2,SCOOTER,2024-01-13 04:02:46,BTP032 - Windsor Circle
FKN00GL61161,9,1,SCOOTER,2024-03-12 05:01:46,BTP082 - KR Market Junction
FKN00GL5910,9,1,MOTOR CYCLE,2024-04-06 02:07:46,GRID_13.05_77.58
FKN00GL59665,9,2,GOODS AUTO,2024-03-12 00:35:46,GRID_13.01_77.69
FKN00GL105098,9,1,SCOOTER,2024-01-18 04:11:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL28190,9,1,SCOOTER,2024-04-04 02:40:46,GRID_12.96_77.55
FKN00GL15622,9,3,PASSENGER AUTO,2024-04-04 11:14:46,BTP082 - KR Market Junction
FKN00GL8569,9,1,PASSENGER AUTO,2024-03-31 03:09:46,BTP048 - Shanthala Junction
FKN00GL35596,9,1,SCOOTER,2024-04-06 10:45:46,GRID_12.93_77.69
FKN00GL3431,9,1,PASSENGER AUTO,2024-03-28 06:41:46,GRID_13.0_77.68
FKN00GL33720,9,1,SCOOTER,2024-03-19 05:14:46,GRID_12.94_77.69
FKN00GL3495,9,1,SCOOTER,2024-03-28 09:11:46,GRID_12.93_77.69
FKN00GL0371,9,1,SCOOTER,2024-03-15 06:51:46,GRID_12.93_77.69
FKN00GL1554,9,1,SCOOTER,2024-01-25 05:08:46,"BTP101 - Blood Bank Circle, KH Road"
FKN00GL57738,9,1,SCOOTER,2024-03-22 08:44:46,GRID_12.93_77.69
FKN00GL8209,9,2,SCOOTER,2024-02-03 12:03:46,BTP044 - Sagar Theatre Junction
FKN00GL5703,9,2,SCOOTER,2024-03-12 08:59:46,BTP020 - Hosahalli Metro Station
FKN00GL35707,9,3,SCOOTER,2024-03-17 06:52:46,GRID_13.07_77.59
FKN00GL44955,9,7,CAR,2024-03-08 05:28:46,GRID_13.18_77.68
FKN00GL9337,9,1,MOTOR CYCLE,2024-02-01 08:07:46,BTP042 - Minsk Square Junction (CTO)
FKN00GL9376,9,1,PASSENGER AUTO,2024-03-27 04:54:46,GRID_12.93_77.69
FKN00GL1887,9,3,SCOOTER,2024-02-20 11:43:46,BTP063 - Siddalingaiah Circle
FKN00GL4527,9,1,SCOOTER,2024-03-28 08:36:46,GRID_12.93_77.69
FKN00GL45736,9,2,CAR,2024-03-06 01:08:46,BTP058 - Subbanna Junction
FKN00GL45904,9,2,SCOOTER,2024-04-03 10:02:46,"BTP182 - 19th Main Junction, Rajajinagar"
FKN00GL57811,9,1,VAN,2024-03-27 08:31:46,GRID_12.94_77.59
FKN00GL24278,9,1,CAR,2024-04-01 03:41:46,GRID_13.01_77.55
FKN00GL2458,9,1,MOTOR CYCLE,2024-03-16 03:03:46,GRID_12.93_77.69
FKN00GL119791,9,2,SCOOTER,2023-12-27 10:33:46,BTP023 - Mahalaxmi Layout Entrance
FKN00GL58637,9,2,CAR,2024-03-27 02:18:46,BTP058 - Subbanna Junction
FKN00GL33311,9,2,SCOOTER,2024-02-22 08:58:46,GRID_12.93_77.69
FKN00GL11456,9,2,SCOOTER,2024-03-25 06:09:46,BTP040 - Elite Junction
FKN00GL22303,9,1,PRIVATE BUS,2024-03-15 02:18:46,GRID_13.01_77.53
FKN00GL11590,9,1,MOTOR CYCLE,2024-04-03 06:33:46,BTP040 - Elite Junction
FKN00GL51620,9,1,SCOOTER,2024-03-16 09:35:46,GRID_13.07_77.59
FKN00GL5846,9,2,SCOOTER,2024-04-01 15:16:46,GRID_13.0_77.57
FKN00GL159047,9,2,SCOOTER,2024-03-25 11:51:46,BTP040 - Elite Junction
FKN00GL16342,9,1,SCOOTER,2024-03-07 04:56:46,"BTP189 - New Diagonal Road, Jayanagar"
FKN00GL22531,9,1,MOTOR CYCLE,2024-03-28 13:18:46,GRID_12.93_77.69
FKN00GL109724,9,1,CAR,2024-02-01 02:59:46,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road"
FKN00GL4743,9,2,CAR,2024-03-28 08:57:46,BTP044 - Sagar Theatre Junction
FKN00GL47375,9,2,SCOOTER,2024-03-23 10:23:46,BTP044 - Sagar Theatre Junction
FKN00GL18466,9,1,PASSENGER AUTO,2024-03-07 04:13:46,BTP082 - KR Market Junction
FKN00GL18562,9,2,LGV,2024-03-31 06:56:46,GRID_12.87_77.66
FKN00GL17859,9,1,SCOOTER,2024-02-28 12:20:46,GRID_12.93_77.69
FKN00GL17841,9,1,SCOOTER,2024-02-16 05:49:46,GRID_12.93_77.69
FKN00GL17937,9,1,SCOOTER,2024-04-03 06:37:46,BTP040 - Elite Junction
FKN00GL48126,9,1,SCOOTER,2024-03-24 10:50:46,BTP027 - Modi Bridge Junction
FKN00GL23130,9,2,MOTOR CYCLE,2024-02-23 02:41:46,GRID_12.93_77.54
FKN00GL78369,9,3,SCOOTER,2024-03-06 07:43:46,BTP044 - Sagar Theatre Junction
FKN00GL5053,9,2,SCOOTER,2024-03-15 06:03:46,GRID_12.93_77.69
FKN00GL107929,9,1,MOTOR CYCLE,2024-03-27 08:17:46,BTP008 - Navarang Theatre
FKN00GL9928,9,2,SCOOTER,2024-03-03 09:49:46,BTP020 - Hosahalli Metro Station
